MosquitoID,Date.of.Collection,Marker,Size,Height
09I-03,12/09/14,D16S539,264.42,1634
09I-03,12/09/14,D2S1338,313.59,744
09I-03,12/09/14,D2S1338,317.66,1429
09I-03,12/09/14,AMEL,100.45,13690
09I-03,12/09/14,D8S1179,148.8,7587
09I-03,12/09/14,D8S1179,152.94,2450
09I-03,12/09/14,D21S11,199.49,3027
09I-03,12/09/14,D21S11,203.51,5607
09I-03,12/09/14,D21S11,207.59,2324
09I-03,12/09/14,D18S51,296.71,4239
09I-03,12/09/14,D18S51,300.72,1833
09I-03,12/09/14,D18S51,304.79,1961
09I-03,12/09/14,D22S1045,85.81,3701
09I-03,12/09/14,D22S1045,107.47,7651
09I-03,12/09/14,D19S433,134.92,3267
09I-03,12/09/14,D19S433,142.42,7017
09I-03,12/09/14,TH01,188.45,2276
09I-03,12/09/14,TH01,196.46,2098
09I-03,12/09/14,TH01,200.5,3501
09I-03,12/09/14,FGA,239.51,1067
09I-03,12/09/14,FGA,243.38,3793
09I-03,12/09/14,FGA,247.24,1686
09I-03,12/09/14,D2S441,87.5,3289
09I-03,12/09/14,D2S441,91.61,3389
09I-03,12/09/14,D3S1358,155.35,4131
09I-03,12/09/14,D1S1656,194.02,1534
09I-03,12/09/14,D1S1656,198.06,1510
09I-03,12/09/14,D1S1656,205.93,2187
09I-03,12/09/14,D12S391,248.41,931
09I-03,12/09/14,D12S391,251.38,784
09I-03,12/09/14,D12S391,252.43,2108
09I-03,12/09/14,SE33,356.93,822
09I-03,12/09/14,SE33,365.08,1830
09I-03,12/09/14,SE33,404.15,711
09I-08,10/09/14,D10S1248,96.32,1535
09I-08,10/09/14,D10S1248,104.49,1066
09I-08,10/09/14,vWA,168.45,289
09I-08,10/09/14,vWA,172.45,907
09I-08,10/09/14,vWA,176.44,650
09I-08,10/09/14,D16S539,244.25,451
09I-08,10/09/14,D16S539,248.4,405
09I-08,10/09/14,D16S539,252.47,324
09I-08,10/09/14,D2S1338,297.56,362
09I-08,10/09/14,D2S1338,305.49,229
09I-08,10/09/14,D2S1338,317.72,138
09I-08,10/09/14,D2S1338,321.9,150
09I-08,10/09/14,AMEL,100.54,6981
09I-08,10/09/14,D8S1179,144.61,1685
09I-08,10/09/14,D8S1179,148.78,2159
09I-08,10/09/14,D8S1179,152.87,726
09I-08,10/09/14,D21S11,199.57,1929
09I-08,10/09/14,D21S11,203.61,520
09I-08,10/09/14,D21S11,207.72,955
09I-08,10/09/14,D18S51,300.72,680
09I-08,10/09/14,D18S51,304.76,1559
09I-08,10/09/14,D18S51,313.01,873
09I-08,10/09/14,D22S1045,104.41,5388
09I-08,10/09/14,D19S433,142.43,1079
09I-08,10/09/14,D19S433,150.09,2016
09I-08,10/09/14,D19S433,152,1920
09I-08,10/09/14,TH01,192.59,1417
09I-08,10/09/14,TH01,200.59,1982
09I-08,10/09/14,FGA,239.59,1046
09I-08,10/09/14,FGA,243.4,584
09I-08,10/09/14,FGA,247.21,514
09I-08,10/09/14,FGA,251.07,995
09I-08,10/09/14,D2S441,87.64,1995
09I-08,10/09/14,D2S441,99.73,1439
09I-08,10/09/14,D3S1358,151.13,1817
09I-08,10/09/14,D3S1358,155.22,876
09I-08,10/09/14,D1S1656,194.12,1939
09I-08,10/09/14,D12S391,248.57,310
09I-08,10/09/14,D12S391,252.47,863
09I-08,10/09/14,D12S391,267.94,498
09I-08,10/09/14,SE33,356.97,266
09I-08,10/09/14,SE33,369.18,524
09I-08,10/09/14,SE33,373.33,511
09I-08,10/09/14,SE33,404.2,176
09I-05,10/09/14,D10S1248,100.37,1608
09I-05,10/09/14,D10S1248,108.65,1653
09I-05,10/09/14,vWA,164.48,1091
09I-05,10/09/14,vWA,168.52,1713
09I-05,10/09/14,vWA,172.47,738
09I-05,10/09/14,D16S539,252.49,1275
09I-05,10/09/14,D16S539,264.48,1125
09I-05,10/09/14,D2S1338,313.58,663
09I-05,10/09/14,D2S1338,317.77,1230
09I-05,10/09/14,AMEL,100.46,10881
09I-05,10/09/14,D8S1179,148.73,6983
09I-05,10/09/14,D8S1179,152.93,1800
09I-05,10/09/14,D21S11,199.66,2128
09I-05,10/09/14,D21S11,203.62,3771
09I-05,10/09/14,D21S11,207.67,2063
09I-05,10/09/14,D18S51,296.64,3102
09I-05,10/09/14,D18S51,300.73,1494
09I-05,10/09/14,D18S51,304.78,1411
09I-05,10/09/14,D22S1045,85.74,4076
09I-05,10/09/14,D22S1045,107.47,6704
09I-05,10/09/14,D19S433,135,3663
09I-05,10/09/14,D19S433,142.53,6523
09I-05,10/09/14,TH01,188.61,1657
09I-05,10/09/14,TH01,196.58,2620
09I-05,10/09/14,TH01,200.59,3959
09I-05,10/09/14,FGA,239.67,1052
09I-05,10/09/14,FGA,243.43,3942
09I-05,10/09/14,FGA,247.27,1145
09I-05,10/09/14,D2S441,87.56,4196
09I-05,10/09/14,D2S441,91.65,3306
09I-05,10/09/14,D3S1358,155.28,4490
09I-05,10/09/14,D1S1656,205.98,1996
09I-05,10/09/14,D12S391,248.47,901
09I-05,10/09/14,D12S391,252.49,2330
09I-05,10/09/14,SE33,356.96,630
09I-05,10/09/14,SE33,365.07,1751
09I-05,10/09/14,SE33,404.15,827
09I-01,11/07/14,D10S1248,96.26,5253
09I-01,11/07/14,D10S1248,108.69,3998
09I-01,11/07/14,vWA,164.5,2675
09I-01,11/07/14,vWA,168.56,1108
09I-01,11/07/14,vWA,172.52,3015
09I-01,11/07/14,D16S539,252.49,3379
09I-01,11/07/14,D2S1338,317.77,2310
09I-01,11/07/14,AMEL,100.46,16914
09I-01,11/07/14,AMEL,106.33,9555
09I-01,11/07/14,D8S1179,148.72,8539
09I-01,11/07/14,D8S1179,152.86,7389
09I-01,11/07/14,D21S11,199.74,6040
09I-01,11/07/14,D21S11,203.74,2021
09I-01,11/07/14,D21S11,207.72,3255
09I-01,11/07/14,D18S51,296.71,3475
09I-01,11/07/14,D18S51,304.82,3263
09I-01,11/07/14,D22S1045,98.18,10226
09I-01,11/07/14,D22S1045,107.51,15404
09I-01,11/07/14,D19S433,135.02,9007
09I-01,11/07/14,D19S433,142.46,5281
09I-01,11/07/14,D19S433,144.4,6987
09I-01,11/07/14,TH01,188.68,6073
09I-01,11/07/14,TH01,196.64,4271
09I-01,11/07/14,FGA,242.6,1851
09I-01,11/07/14,FGA,243.55,3047
09I-01,11/07/14,FGA,275.63,1942
09I-01,11/07/14,D2S441,91.61,12411
09I-01,11/07/14,D3S1358,155.24,7469
09I-01,11/07/14,D1S1656,182.35,2460
09I-01,11/07/14,D1S1656,206.03,2456
09I-01,11/07/14,D12S391,251.5,1892
09I-01,11/07/14,D12S391,252.49,2928
09I-01,11/07/14,SE33,356.93,725
09I-01,11/07/14,SE33,365.12,1904
09I-01,11/07/14,SE33,369.17,1143
09I-02,11/07/14,D10S1248,96.39,3845
09I-02,11/07/14,D10S1248,108.66,4062
09I-02,11/07/14,vWA,164.55,841
09I-02,11/07/14,vWA,168.57,3096
09I-02,11/07/14,vWA,172.5,1955
09I-02,11/07/14,D16S539,252.56,1976
09I-02,11/07/14,D16S539,264.48,740
09I-02,11/07/14,D2S1338,313.67,478
09I-02,11/07/14,D2S1338,317.8,937
09I-02,11/07/14,D2S1338,321.99,387
09I-02,11/07/14,AMEL,100.55,18911
09I-02,11/07/14,AMEL,106.33,5230
09I-02,11/07/14,D8S1179,148.73,8320
09I-02,11/07/14,D8S1179,152.93,4522
09I-02,11/07/14,D21S11,199.74,3754
09I-02,11/07/14,D21S11,203.68,4266
09I-02,11/07/14,D21S11,207.7,1226
09I-02,11/07/14,D18S51,296.65,1415
09I-02,11/07/14,D18S51,300.65,2147
09I-02,11/07/14,D18S51,304.8,1756
09I-02,11/07/14,D22S1045,85.85,9251
09I-02,11/07/14,D22S1045,98.28,4614
09I-02,11/07/14,D22S1045,107.59,8810
09I-02,11/07/14,D19S433,142.53,16477
09I-02,11/07/14,TH01,188.61,4152
09I-02,11/07/14,TH01,196.58,1408
09I-02,11/07/14,TH01,200.59,5105
09I-02,11/07/14,FGA,243.52,3795
09I-02,11/07/14,FGA,247.36,2381
09I-02,11/07/14,D2S441,87.58,6865
09I-02,11/07/14,D2S441,91.67,6356
09I-02,11/07/14,D3S1358,155.2,6575
09I-02,11/07/14,D1S1656,194.1,2346
09I-02,11/07/14,D1S1656,198.12,2064
09I-02,11/07/14,D1S1656,205.94,1306
09I-02,11/07/14,D12S391,248.55,1512
09I-02,11/07/14,D12S391,252.47,1963
09I-02,11/07/14,SE33,356.79,1035
09I-02,11/07/14,SE33,365,741
09I-02,11/07/14,SE33,403.97,961
09I-01,10/07/14,D10S1248,96.37,1649
09I-01,10/07/14,D10S1248,108.72,2277
09I-01,10/07/14,vWA,164.55,949
09I-01,10/07/14,vWA,168.57,1772
09I-01,10/07/14,vWA,172.5,931
09I-01,10/07/14,D16S539,252.58,1584
09I-01,10/07/14,D16S539,264.57,459
09I-01,10/07/14,D2S1338,313.67,514
09I-01,10/07/14,D2S1338,317.85,723
09I-01,10/07/14,D2S1338,322,288
09I-01,10/07/14,AMEL,100.55,9025
09I-01,10/07/14,AMEL,106.37,2866
09I-01,10/07/14,D8S1179,148.77,5202
09I-01,10/07/14,D8S1179,152.89,1633
09I-01,10/07/14,D21S11,199.74,1562
09I-01,10/07/14,D21S11,203.72,2620
09I-01,10/07/14,D21S11,207.77,1457
09I-01,10/07/14,D18S51,296.73,1369
09I-01,10/07/14,D18S51,300.73,2613
09I-01,10/07/14,D18S51,304.78,1146
09I-01,10/07/14,D22S1045,85.83,6541
09I-01,10/07/14,D22S1045,98.19,2727
09I-01,10/07/14,D22S1045,107.55,2889
09I-01,10/07/14,D19S433,135.04,2109
09I-01,10/07/14,D19S433,142.46,7733
09I-01,10/07/14,TH01,188.6,1292
09I-01,10/07/14,TH01,196.58,1420
09I-01,10/07/14,TH01,200.59,2539
09I-01,10/07/14,FGA,243.52,2783
09I-01,10/07/14,FGA,247.36,1359
09I-01,10/07/14,D2S441,87.56,3407
09I-01,10/07/14,D2S441,91.65,2861
09I-01,10/07/14,D3S1358,155.18,4914
09I-01,10/07/14,D1S1656,194.09,1141
09I-01,10/07/14,D1S1656,198.12,1997
09I-01,10/07/14,D1S1656,205.91,1058
09I-01,10/07/14,D12S391,248.55,1342
09I-01,10/07/14,D12S391,252.49,1369
09I-01,10/07/14,SE33,356.79,575
09I-01,10/07/14,SE33,365.02,510
09I-01,10/07/14,SE33,404.05,908
09I-03,09/07/14,D10S1248,96.28,2567
09I-03,09/07/14,D10S1248,108.63,3508
09I-03,09/07/14,vWA,164.48,2910
09I-03,09/07/14,vWA,168.52,1425
09I-03,09/07/14,vWA,172.47,1566
09I-03,09/07/14,D16S539,252.56,2399
09I-03,09/07/14,D16S539,264.48,714
09I-03,09/07/14,D2S1338,313.59,754
09I-03,09/07/14,D2S1338,317.77,1424
09I-03,09/07/14,AMEL,100.46,18231
09I-03,09/07/14,AMEL,106.37,7600
09I-03,09/07/14,D8S1179,148.73,11113
09I-03,09/07/14,D8S1179,152.83,3792
09I-03,09/07/14,D21S11,199.74,2915
09I-03,09/07/14,D21S11,203.68,3100
09I-03,09/07/14,D21S11,207.7,4798
09I-03,09/07/14,D18S51,296.74,3692
09I-03,09/07/14,D18S51,300.72,2364
09I-03,09/07/14,D18S51,304.75,1593
09I-03,09/07/14,D22S1045,85.83,6078
09I-03,09/07/14,D22S1045,98.19,6248
09I-03,09/07/14,D22S1045,107.55,8912
09I-03,09/07/14,D19S433,135.05,9427
09I-03,09/07/14,D19S433,142.53,4724
09I-03,09/07/14,D19S433,144.45,3975
09I-03,09/07/14,TH01,188.7,3124
09I-03,09/07/14,TH01,196.67,4449
09I-03,09/07/14,TH01,200.67,2231
09I-03,09/07/14,FGA,239.67,1039
09I-03,09/07/14,FGA,243.52,3639
09I-03,09/07/14,FGA,275.6,1158
09I-03,09/07/14,D2S441,87.56,3143
09I-03,09/07/14,D2S441,91.65,8928
09I-03,09/07/14,D3S1358,155.19,8269
09I-03,09/07/14,D1S1656,182.42,1515
09I-03,09/07/14,D1S1656,198.21,1584
09I-03,09/07/14,D1S1656,205.94,2452
09I-03,09/07/14,D12S391,248.55,1063
09I-03,09/07/14,D12S391,252.47,2077
09I-03,09/07/14,SE33,365.08,1848
09I-03,09/07/14,SE33,369.18,699
09I-03,09/07/14,SE33,404.13,990
09I-02,08/07/14,D10S1248,96.41,1580
09I-02,08/07/14,D10S1248,100.45,1872
09I-02,08/07/14,D10S1248,108.62,2944
09I-02,08/07/14,vWA,164.53,2221
09I-02,08/07/14,vWA,168.54,3746
09I-02,08/07/14,vWA,172.45,1428
09I-02,08/07/14,D16S539,252.54,4370
09I-02,08/07/14,D16S539,264.46,1143
09I-02,08/07/14,D2S1338,313.59,867
09I-02,08/07/14,D2S1338,317.8,1618
09I-02,08/07/14,D2S1338,321.9,778
09I-02,08/07/14,AMEL,100.54,20117
09I-02,08/07/14,AMEL,106.39,5742
09I-02,08/07/14,D8S1179,147.83,4938
09I-02,08/07/14,D8S1179,148.78,15296
09I-02,08/07/14,D8S1179,152.87,4703
09I-02,08/07/14,D21S11,203.61,8185
09I-02,08/07/14,D21S11,207.63,3581
09I-02,08/07/14,D18S51,296.68,2100
09I-02,08/07/14,D18S51,300.72,3903
09I-02,08/07/14,D18S51,304.81,2183
09I-02,08/07/14,D22S1045,85.92,14019
09I-02,08/07/14,D22S1045,98.29,5153
09I-02,08/07/14,D22S1045,107.55,6656
09I-02,08/07/14,D19S433,134.97,6315
09I-02,08/07/14,D19S433,142.43,13234
09I-02,08/07/14,TH01,188.53,3280
09I-02,08/07/14,TH01,196.52,4240
09I-02,08/07/14,TH01,200.5,7409
09I-02,08/07/14,FGA,238.67,968
09I-02,08/07/14,FGA,242.47,3556
09I-02,08/07/14,FGA,243.49,3565
09I-02,08/07/14,FGA,246.37,1589
09I-02,08/07/14,FGA,247.3,1554
09I-02,08/07/14,D2S441,87.64,7292
09I-02,08/07/14,D2S441,90.63,3356
09I-02,08/07/14,D2S441,91.72,6417
09I-02,08/07/14,D3S1358,154.17,4806
09I-02,08/07/14,D3S1358,155.13,9160
09I-02,08/07/14,D1S1656,193.13,1433
09I-02,08/07/14,D1S1656,194.06,1844
09I-02,08/07/14,D1S1656,197.12,2299
09I-02,08/07/14,D1S1656,198.05,2988
09I-02,08/07/14,D1S1656,204.95,1106
09I-02,08/07/14,D1S1656,205.87,1350
09I-02,08/07/14,D12S391,247.55,1910
09I-02,08/07/14,D12S391,251.47,1754
09I-02,08/07/14,SE33,356.9,1089
09I-02,08/07/14,SE33,365.04,1023
09I-02,08/07/14,SE33,404.1,1578
10J-05,21/10/13,D10S1248,96.29,4166
10J-05,21/10/13,vWA,168.49,941
10J-05,21/10/13,vWA,176.5,1928
10J-05,21/10/13,D16S539,244.3,504
10J-05,21/10/13,D16S539,248.49,412
10J-05,21/10/13,D16S539,256.48,923
10J-05,21/10/13,D2S1338,293.67,790
10J-05,21/10/13,D2S1338,305.62,331
10J-05,21/10/13,D2S1338,322.01,434
10J-05,21/10/13,AMEL,100.58,7627
10J-05,21/10/13,D8S1179,148.8,2586
10J-05,21/10/13,D8S1179,157.15,2456
10J-05,21/10/13,D21S11,199.64,2591
10J-05,21/10/13,D21S11,203.54,1389
10J-05,21/10/13,D21S11,211.7,1305
10J-05,21/10/13,D18S51,296.66,2047
10J-05,21/10/13,D18S51,321.57,1887
10J-05,21/10/13,D22S1045,101.35,3943
10J-05,21/10/13,D22S1045,107.58,3557
10J-05,21/10/13,D19S433,138.74,5068
10J-05,21/10/13,D19S433,146.33,1529
10J-05,21/10/13,D19S433,150.09,1412
10J-05,21/10/13,TH01,188.76,1167
10J-05,21/10/13,TH01,192.73,2993
10J-05,21/10/13,TH01,196.68,1151
10J-05,21/10/13,FGA,251.04,2819
10J-05,21/10/13,FGA,258.46,2569
10J-05,21/10/13,D2S441,91.62,2413
10J-05,21/10/13,D2S441,103.85,2405
10J-05,21/10/13,D3S1358,147.24,3718
10J-05,21/10/13,D1S1656,194.34,1922
10J-05,21/10/13,D1S1656,202.13,1408
10J-05,21/10/13,D12S391,241.61,764
10J-05,21/10/13,D12S391,249.64,1652
10J-05,21/10/13,SE33,369.39,1098
10J-05,21/10/13,SE33,408.52,1162
10J-01,22/10/13,D10S1248,96.37,3010
10J-01,22/10/13,vWA,176.58,1860
10J-01,22/10/13,D16S539,248.47,558
10J-01,22/10/13,D16S539,256.54,535
10J-01,22/10/13,D2S1338,293.7,462
10J-01,22/10/13,D2S1338,305.66,367
10J-01,22/10/13,AMEL,100.58,5264
10J-01,22/10/13,D8S1179,148.79,1722
10J-01,22/10/13,D8S1179,157.22,1716
10J-01,22/10/13,D21S11,199.64,1531
10J-01,22/10/13,D21S11,211.68,1311
10J-01,22/10/13,D18S51,296.72,1095
10J-01,22/10/13,D18S51,321.58,1122
10J-01,22/10/13,D22S1045,101.35,3338
10J-01,22/10/13,D22S1045,107.57,2492
10J-01,22/10/13,D19S433,146.29,2679
10J-01,22/10/13,D19S433,150.18,2480
10J-01,22/10/13,TH01,188.71,1295
10J-01,22/10/13,TH01,196.75,1624
10J-01,22/10/13,FGA,251.05,1803
10J-01,22/10/13,FGA,258.53,1519
10J-01,22/10/13,D2S441,91.69,2005
10J-01,22/10/13,D2S441,103.84,1873
10J-01,22/10/13,D3S1358,147.31,2655
10J-01,22/10/13,D1S1656,194.32,1184
10J-01,22/10/13,D1S1656,202.23,1186
10J-01,22/10/13,D12S391,241.72,977
10J-01,22/10/13,D12S391,249.64,605
10J-01,22/10/13,SE33,369.43,703
10J-01,22/10/13,SE33,408.51,667
10J-01,02/09/14,D10S1248,96.29,2195
10J-01,02/09/14,D10S1248,100.39,1552
10J-01,02/09/14,vWA,168.5,1750
10J-01,02/09/14,D16S539,244.34,242
10J-01,02/09/14,D16S539,248.48,529
10J-01,02/09/14,D16S539,256.48,837
10J-01,02/09/14,D2S1338,293.64,389
10J-01,02/09/14,D2S1338,322.02,363
10J-01,02/09/14,AMEL,100.48,5601
10J-01,02/09/14,AMEL,106.32,3954
10J-01,02/09/14,D8S1179,148.85,5178
10J-01,02/09/14,D21S11,199.55,2391
10J-01,02/09/14,D21S11,211.68,1697
10J-01,02/09/14,D18S51,296.65,449
10J-01,02/09/14,D18S51,300.77,843
10J-01,02/09/14,D18S51,321.58,1145
10J-01,02/09/14,D22S1045,101.35,5596
10J-01,02/09/14,D22S1045,107.56,3847
10J-01,02/09/14,D19S433,138.83,7828
10J-01,02/09/14,TH01,192.63,5244
10J-01,02/09/14,FGA,229.29,2331
10J-01,02/09/14,FGA,247.31,1559
10J-01,02/09/14,D2S441,99.62,2658
10J-01,02/09/14,D2S441,103.74,2872
10J-01,02/09/14,D3S1358,147.47,2292
10J-01,02/09/14,D3S1358,155.48,1200
10J-01,02/09/14,D1S1656,194.25,1288
10J-01,02/09/14,D1S1656,202.05,498
10J-01,02/09/14,D1S1656,206.07,924
10J-01,02/09/14,D12S391,232.71,1145
10J-01,02/09/14,D12S391,249.73,332
10J-01,02/09/14,D12S391,252.6,497
10J-01,02/09/14,SE33,369.43,197
10J-01,02/09/14,SE33,394.1,353
10J-01,02/09/14,SE33,404.3,399
10J-01,02/09/14,SE33,408.51,273
10J-14,04/09/14,D10S1248,96.39,528
10J-14,04/09/14,D10S1248,100.48,216
10J-14,04/09/14,vWA,168.5,468
10J-14,04/09/14,D16S539,244.34,155
10J-14,04/09/14,D16S539,248.48,113
10J-14,04/09/14,D16S539,256.57,374
10J-14,04/09/14,D2S1338,293.72,193
10J-14,04/09/14,AMEL,100.58,1548
10J-14,04/09/14,AMEL,106.39,450
10J-14,04/09/14,D8S1179,148.8,935
10J-14,04/09/14,D8S1179,157.15,345
10J-14,04/09/14,D21S11,199.55,834
10J-14,04/09/14,D21S11,203.45,325
10J-14,04/09/14,D21S11,211.61,276
10J-14,04/09/14,D18S51,296.73,355
10J-14,04/09/14,D18S51,300.85,393
10J-14,04/09/14,D18S51,321.57,474
10J-14,04/09/14,D22S1045,101.44,1191
10J-14,04/09/14,D22S1045,107.53,959
10J-14,04/09/14,D19S433,138.74,1693
10J-14,04/09/14,TH01,192.67,1371
10J-14,04/09/14,FGA,229.34,347
10J-14,04/09/14,FGA,247.31,445
10J-14,04/09/14,FGA,251.04,278
10J-14,04/09/14,FGA,258.46,220
10J-14,04/09/14,D2S441,91.64,226
10J-14,04/09/14,D2S441,99.72,261
10J-14,04/09/14,D2S441,103.83,560
10J-14,04/09/14,D3S1358,147.24,680
10J-14,04/09/14,D3S1358,155.41,233
10J-14,04/09/14,D1S1656,194.28,489
10J-14,04/09/14,D1S1656,202.12,237
10J-14,04/09/14,D12S391,232.75,251
10J-14,04/09/14,SE33,394.03,140
10J-14,04/09/14,SE33,404.37,127
10J-14,04/09/14,SE33,408.56,172
18R-24,12/09/14,D10S1248,96.31,479
18R-24,12/09/14,D10S1248,104.58,1577
18R-24,12/09/14,D10S1248,112.73,1180
18R-24,12/09/14,vWA,168.58,1114
18R-24,12/09/14,vWA,172.51,1169
18R-24,12/09/14,vWA,176.52,436
18R-24,12/09/14,D16S539,244.45,745
18R-24,12/09/14,D16S539,256.6,705
18R-24,12/09/14,D2S1338,309.64,754
18R-24,12/09/14,D2S1338,313.75,230
18R-24,12/09/14,D2S1338,317.86,580
18R-24,12/09/14,AMEL,100.38,6925
18R-24,12/09/14,D8S1179,144.53,2685
18R-24,12/09/14,D8S1179,152.98,2684
18R-24,12/09/14,D21S11,203.67,570
18R-24,12/09/14,D21S11,207.68,1644
18R-24,12/09/14,D21S11,227.84,1375
18R-24,12/09/14,D18S51,304.8,2014
18R-24,12/09/14,,312.99,436
18R-24,12/09/14,D18S51,317.17,1123
18R-24,12/09/14,D22S1045,88.85,2497
18R-24,12/09/14,D22S1045,101.22,1462
18R-24,12/09/14,D22S1045,104.39,3739
18R-24,12/09/14,D19S433,142.58,3426
18R-24,12/09/14,D19S433,146.4,2563
18R-24,12/09/14,D19S433,150.13,2632
18R-24,12/09/14,TH01,192.69,5086
18R-24,12/09/14,FGA,241.57,579
18R-24,12/09/14,FGA,251.26,587
18R-24,12/09/14,FGA,258.68,1720
18R-24,12/09/14,FGA,277.62,1694
18R-24,12/09/14,D2S441,87.56,736
18R-24,12/09/14,D2S441,91.61,1563
18R-24,12/09/14,D2S441,99.63,2519
18R-24,12/09/14,D3S1358,143.38,2225
18R-24,12/09/14,D3S1358,147.2,2152
18R-24,12/09/14,D1S1656,190.25,1577
18R-24,12/09/14,D1S1656,198.18,2042
18R-24,12/09/14,D12S391,232.77,1010
18R-24,12/09/14,D12S391,240.61,1685
18R-24,12/09/14,SE33,369.08,388
18R-24,12/09/14,SE33,373.16,823
18R-24,12/09/14,SE33,408.07,761
18R-17,12/09/14,D10S1248,96.44,2553
18R-17,12/09/14,D10S1248,104.69,3615
18R-17,12/09/14,vWA,168.6,792
18R-17,12/09/14,vWA,172.58,951
18R-17,12/09/14,vWA,176.64,1975
18R-17,12/09/14,vWA,188.55,1871
18R-17,12/09/14,D16S539,252.6,1842
18R-17,12/09/14,D16S539,256.6,691
18R-17,12/09/14,D2S1338,309.6,2017
18R-17,12/09/14,D2S1338,313.67,1441
18R-17,12/09/14,AMEL,100.46,16452
18R-17,12/09/14,D8S1179,144.58,5279
18R-17,12/09/14,D8S1179,152.95,7220
18R-17,12/09/14,D21S11,203.67,4204
18R-17,12/09/14,D21S11,207.77,1193
18R-17,12/09/14,D21S11,217.86,3496
18R-17,12/09/14,D21S11,227.89,1885
18R-17,12/09/14,D18S51,304.82,4092
18R-17,12/09/14,D18S51,313,2892
18R-17,12/09/14,D18S51,317.17,1104
18R-17,12/09/14,D22S1045,88.93,3769
18R-17,12/09/14,D22S1045,101.29,6410
18R-17,12/09/14,D22S1045,104.42,7409
18R-17,12/09/14,D19S433,142.55,3862
18R-17,12/09/14,D19S433,146.34,9537
18R-17,12/09/14,TH01,192.6,11569
18R-17,12/09/14,FGA,241.56,3126
18R-17,12/09/14,FGA,251.17,2901
18R-17,12/09/14,FGA,258.68,1198
18R-17,12/09/14,FGA,277.66,979
18R-17,12/09/14,D2S441,87.55,4178
18R-17,12/09/14,D2S441,91.68,2056
18R-17,12/09/14,D2S441,99.73,5783
18R-17,12/09/14,D3S1358,143.26,5483
18R-17,12/09/14,D3S1358,147.04,5202
18R-17,12/09/14,D1S1656,198.02,5740
18R-17,12/09/14,D12S391,240.52,5288
18R-17,12/09/14,SE33,369.13,4501
18R-15,12/09/14,D10S1248,96.35,2819
18R-15,12/09/14,D10S1248,104.6,3376
18R-15,12/09/14,vWA,168.6,479
18R-15,12/09/14,vWA,172.49,703
18R-15,12/09/14,vWA,176.55,662
18R-15,12/09/14,vWA,188.51,604
18R-15,12/09/14,D16S539,244.41,492
18R-15,12/09/14,D16S539,252.6,443
18R-15,12/09/14,D16S539,256.6,455
18R-15,12/09/14,D2S1338,309.58,560
18R-15,12/09/14,D2S1338,313.67,392
18R-15,12/09/14,D2S1338,317.85,309
18R-15,12/09/14,AMEL,100.46,15024
18R-15,12/09/14,D8S1179,144.6,4220
18R-15,12/09/14,D8S1179,153.01,3726
18R-15,12/09/14,D21S11,203.59,1247
18R-15,12/09/14,D21S11,207.69,846
18R-15,12/09/14,D21S11,217.77,901
18R-15,12/09/14,D21S11,227.88,899
18R-15,12/09/14,D18S51,304.77,1631
18R-15,12/09/14,D18S51,313,1011
18R-15,12/09/14,D18S51,317.25,1069
18R-15,12/09/14,D22S1045,88.93,2020
18R-15,12/09/14,D22S1045,101.29,7273
18R-15,12/09/14,D22S1045,104.42,8012
18R-15,12/09/14,D19S433,142.48,2582
18R-15,12/09/14,D19S433,146.37,9390
18R-15,12/09/14,TH01,192.66,5891
18R-15,12/09/14,FGA,241.56,1000
18R-15,12/09/14,FGA,251.17,1224
18R-15,12/09/14,FGA,258.59,880
18R-15,12/09/14,FGA,277.56,860
18R-15,12/09/14,D2S441,87.64,4183
18R-15,12/09/14,D2S441,91.68,1317
18R-15,12/09/14,D2S441,99.73,4734
18R-15,12/09/14,D3S1358,143.36,4544
18R-15,12/09/14,D3S1358,147.17,3565
18R-15,12/09/14,D1S1656,190.24,941
18R-15,12/09/14,D1S1656,198.1,2211
18R-15,12/09/14,D12S391,232.71,740
18R-15,12/09/14,D12S391,240.52,1752
18R-15,12/09/14,SE33,369.13,991
18R-15,12/09/14,SE33,373.28,606
18R-15,12/09/14,SE33,408.15,520
18R-13,12/09/14,D10S1248,96.36,1648
18R-13,12/09/14,D10S1248,104.6,3373
18R-13,12/09/14,D10S1248,112.75,1760
18R-13,12/09/14,vWA,168.56,2178
18R-13,12/09/14,vWA,172.53,1592
18R-13,12/09/14,vWA,176.57,764
18R-13,12/09/14,vWA,188.56,834
18R-13,12/09/14,D16S539,244.41,1678
18R-13,12/09/14,D16S539,252.58,648
18R-13,12/09/14,D16S539,256.55,1640
18R-13,12/09/14,D2S1338,309.65,1736
18R-13,12/09/14,D2S1338,313.75,599
18R-13,12/09/14,D2S1338,317.86,1079
18R-13,12/09/14,AMEL,100.46,18454
18R-13,12/09/14,D8S1179,144.58,7211
18R-13,12/09/14,D8S1179,153.03,6415
18R-13,12/09/14,D21S11,203.65,1657
18R-13,12/09/14,D21S11,207.72,3780
18R-13,12/09/14,D21S11,217.86,1571
18R-13,12/09/14,D21S11,227.89,2803
18R-13,12/09/14,D18S51,304.77,3538
18R-13,12/09/14,D18S51,313.08,1419
18R-13,12/09/14,D18S51,317.26,2451
18R-13,12/09/14,D22S1045,88.87,4939
18R-13,12/09/14,D22S1045,101.29,6228
18R-13,12/09/14,D22S1045,104.41,7821
18R-13,12/09/14,D19S433,142.46,4105
